document,word,tfidf score
Amherst College.csv,beliefs,0.0
Amherst College.csv,believe,0.12324324909684534
Amherst College.csv,belong,0.0
Amherst College.csv,belonging,0.0
Amherst College.csv,benefit,0.0
Amherst College.csv,benefits,0.0
Amherst College.csv,best,0.0
Amherst College.csv,better,0.0
Amherst College.csv,black,0.0
Amherst College.csv,blind,0.0
Amherst College.csv,body,0.24716876109310706
Amherst College.csv,boston,0.0
Amherst College.csv,bounds,0.0
Amherst College.csv,brief,0.0
Amherst College.csv,briefs,0.0
Amherst College.csv,brightest,0.0
Amherst College.csv,bring,0.0
Amherst College.csv,bringing,0.0
Amherst College.csv,brings,0.0
Amherst College.csv,broad,0.0
Amherst College.csv,broadly,0.0
Amherst College.csv,brought,0.0
Amherst College.csv,brown,0.0
Amherst College.csv,build,0.0
Amherst College.csv,building,0.14093994841451118
Amherst College.csv,built,0.0
Amherst College.csv,california,0.0
Amherst College.csv,caltech,0.0
Amherst College.csv,campus,0.08494317145902125
Amherst College.csv,campuses,0.0
Amherst College.csv,capacity,0.0
Amherst College.csv,care,0.0
Amherst College.csv,career,0.0
Amherst College.csv,carefully,0.0
Amherst College.csv,carleton,0.0
Amherst College.csv,carolina,0.0
Amherst College.csv,case,0.0
Amherst College.csv,cases,0.0
Amherst College.csv,catholic,0.0
Amherst College.csv,center,0.0
Amherst College.csv,central,0.0
Amherst College.csv,century,0.0
Amherst College.csv,certainly,0.0
Amherst College.csv,challenge,0.0
Amherst College.csv,challenged,0.0
Amherst College.csv,challenges,0.0
Amherst College.csv,challenging,0.0
Amherst College.csv,change,0.10409321027793328
Amherst College.csv,changed,0.14544142981597227
Amherst College.csv,changes,0.0
Amherst College.csv,changing,0.0
Amherst College.csv,chapel,0.0
Amherst College.csv,characteristics,0.0
Amherst College.csv,chicago,0.0
Amherst College.csv,chief,0.0
Amherst College.csv,citizens,0.0
Amherst College.csv,citizenship,0.0
Amherst College.csv,civil,0.0
Amherst College.csv,class,0.0
Amherst College.csv,classes,0.0
Amherst College.csv,classroom,0.0
Amherst College.csv,classrooms,0.0
Amherst College.csv,clause,0.0
Amherst College.csv,clear,0.0
Amherst College.csv,closely,0.0
Amherst College.csv,cmu,0.0
Amherst College.csv,colby,0.0
Amherst College.csv,colgate,0.0
Amherst College.csv,colleagues,0.0
Amherst College.csv,college,0.15093106646602714
Amherst College.csv,colleges,0.0
Amherst College.csv,color,0.0
Amherst College.csv,columbia,0.0
Amherst College.csv,come,0.0
Amherst College.csv,comes,0.0
Amherst College.csv,coming,0.0
Amherst College.csv,commitment,0.1369854269933908
Amherst College.csv,commitments,0.0
Amherst College.csv,committed,0.0
Amherst College.csv,common,0.0
Amherst College.csv,communicate,0.0
Amherst College.csv,communities,0.0
Amherst College.csv,community,0.1689464832423046
Amherst College.csv,compelling,0.0
Amherst College.csv,complete,0.0
Amherst College.csv,complex,0.0
Amherst College.csv,compliance,0.0
Amherst College.csv,comply,0.0
Amherst College.csv,concerned,0.0
Amherst College.csv,concerning,0.0
Amherst College.csv,confident,0.17817863740672107
Amherst College.csv,connor,0.0
Amherst College.csv,conscious,0.09355418340631141
Amherst College.csv,consider,0.0
Amherst College.csv,consideration,0.0
Amherst College.csv,considering,0.0
Amherst College.csv,consistent,0.0
Amherst College.csv,constitution,0.0
Amherst College.csv,construed,0.0
Amherst College.csv,context,0.0
Amherst College.csv,continue,0.06492650636139172
Amherst College.csv,continues,0.0
Amherst College.csv,continuing,0.0
Amherst College.csv,contribute,0.0
Amherst College.csv,contributes,0.0
Amherst College.csv,conversation,0.0
Amherst College.csv,cooper,0.0
Amherst College.csv,core,0.0
Amherst College.csv,cornell,0.0
Amherst College.csv,counsel,0.0
Amherst College.csv,country,0.0
Amherst College.csv,course,0.0
Amherst College.csv,court,0.10310901585094051
Amherst College.csv,create,0.0
Amherst College.csv,created,0.0
Amherst College.csv,creating,0.0
Amherst College.csv,creation,0.0
Amherst College.csv,creative,0.0
Amherst College.csv,creativity,0.0
Amherst College.csv,critical,0.0
Amherst College.csv,critically,0.0
Amherst College.csv,crucial,0.0
Amherst College.csv,cultivating,0.0
Amherst College.csv,cultural,0.0
Amherst College.csv,culture,0.0
Amherst College.csv,current,0.0
Amherst College.csv,curriculum,0.0
Amherst College.csv,dartmouth,0.0
Amherst College.csv,day,0.0
Amherst College.csv,dean,0.0
Amherst College.csv,dear,0.0
Amherst College.csv,decades,0.0
Amherst College.csv,decision,0.1733065017460431
Amherst College.csv,decisions,0.0
Amherst College.csv,dedicated,0.0
Amherst College.csv,deep,0.0
Amherst College.csv,deeply,0.0
Amherst College.csv,define,0.0
Amherst College.csv,dei,0.0
Amherst College.csv,demands,0.0
Amherst College.csv,democracy,0.0
Amherst College.csv,demonstrated,0.0
Amherst College.csv,depend,0.0
Amherst College.csv,designed,0.0
Amherst College.csv,despite,0.0
Amherst College.csv,details,0.0
Amherst College.csv,determine,0.0
Amherst College.csv,determined,0.0
Amherst College.csv,develop,0.0
Amherst College.csv,developed,0.0
Amherst College.csv,developing,0.0
Amherst College.csv,difference,0.0
Amherst College.csv,differences,0.0
Amherst College.csv,different,0.0
Amherst College.csv,difficult,0.0
Amherst College.csv,dimension,0.0
Amherst College.csv,dimensions,0.15598045668759414
Amherst College.csv,directly,0.0
Amherst College.csv,disagree,0.0
Amherst College.csv,disappointed,0.0
Amherst College.csv,disappointing,0.0
Amherst College.csv,disappointment,0.1695676254594309
Amherst College.csv,discourse,0.0
Amherst College.csv,discovery,0.0
Amherst College.csv,discrimination,0.0
Amherst College.csv,discussion,0.0
Amherst College.csv,dissenting,0.0
Amherst College.csv,diverse,0.11702525155241726
Amherst College.csv,diversity,0.0
Amherst College.csv,does,0.0
Amherst College.csv,doing,0.0
Amherst College.csv,domestic,0.0
Amherst College.csv,doors,0.0
Amherst College.csv,doubled,0.0
Amherst College.csv,doubt,0.0
Amherst College.csv,drake,0.0
Amherst College.csv,driven,0.0
Amherst College.csv,duke,0.0
Amherst College.csv,dynamic,0.0
Amherst College.csv,earlier,0.0
Amherst College.csv,economic,0.0
Amherst College.csv,economically,0.0
Amherst College.csv,edu,0.0
Amherst College.csv,educate,0.0
Amherst College.csv,educating,0.0
Amherst College.csv,education,0.0
Amherst College.csv,educational,0.0
Amherst College.csv,effect,0.0
Amherst College.csv,effective,0.0
Amherst College.csv,effects,0.0
Amherst College.csv,effort,0.0
Amherst College.csv,efforts,0.0
Amherst College.csv,elect,0.0
Amherst College.csv,element,0.0
Amherst College.csv,embedded,0.0
Amherst College.csv,embrace,0.0
Amherst College.csv,emory,0.0
Amherst College.csv,empathy,0.0
Amherst College.csv,emphasized,0.0
Amherst College.csv,employ,0.0
Amherst College.csv,employee,0.0
Amherst College.csv,enable,0.0
Amherst College.csv,enabled,0.0
Amherst College.csv,encourage,0.0
Amherst College.csv,end,0.0
Amherst College.csv,energy,0.0
Amherst College.csv,engage,0.0
Amherst College.csv,engaged,0.0
Amherst College.csv,engagement,0.0
Amherst College.csv,engaging,0.0
Amherst College.csv,engineering,0.0
Amherst College.csv,enhance,0.0
Amherst College.csv,enhances,0.0
Amherst College.csv,enhancing,0.0
Amherst College.csv,enrich,0.0
Amherst College.csv,enriched,0.0
Amherst College.csv,enriches,0.0
Amherst College.csv,enroll,0.0
Amherst College.csv,enrolling,0.0
Amherst College.csv,enrollment,0.0
Amherst College.csv,enshrined,0.0
Amherst College.csv,ensure,0.0
Amherst College.csv,ensuring,0.0
Amherst College.csv,entering,0.0
Amherst College.csv,environment,0.0
Amherst College.csv,environments,0.0
Amherst College.csv,equal,0.0
Amherst College.csv,equality,0.0
Amherst College.csv,equitable,0.0
Amherst College.csv,equity,0.0
Amherst College.csv,especially,0.0
Amherst College.csv,essential,0.0
Amherst College.csv,established,0.0
Amherst College.csv,et,0.0
Amherst College.csv,ethnic,0.0
Amherst College.csv,ethnicity,0.0
Amherst College.csv,evaluate,0.15041758664051885
Amherst College.csv,evaluating,0.0
Amherst College.csv,events,0.0
Amherst College.csv,evidence,0.0
Amherst College.csv,examine,0.0
Amherst College.csv,examining,0.0
Amherst College.csv,example,0.0
Amherst College.csv,excellence,0.0
Amherst College.csv,excellent,0.0
Amherst College.csv,exceptional,0.0
Amherst College.csv,exchange,0.0
Amherst College.csv,executive,0.0
Amherst College.csv,exists,0.0
Amherst College.csv,expand,0.0
Amherst College.csv,expanding,0.0
Amherst College.csv,expect,0.0
Amherst College.csv,expected,0.0
Amherst College.csv,experience,0.0
Amherst College.csv,experienced,0.0
Amherst College.csv,experiences,0.07766266459512067
Amherst College.csv,expertise,0.0
Amherst College.csv,experts,0.0
Amherst College.csv,explore,0.0
Amherst College.csv,extent,0.0
Amherst College.csv,extracurricular,0.0
Amherst College.csv,extraordinary,0.0
Amherst College.csv,face,0.0
Amherst College.csv,fact,0.0
Amherst College.csv,factor,0.0
Amherst College.csv,factors,0.0
Amherst College.csv,faculty,0.0
Amherst College.csv,fair,0.0
Amherst College.csv,fall,0.0
Amherst College.csv,families,0.0
Amherst College.csv,family,0.0
Amherst College.csv,far,0.14544142981597227
Amherst College.csv,favor,0.0
Amherst College.csv,feel,0.0
Amherst College.csv,fellow,0.0
Amherst College.csv,fellows,0.0
Amherst College.csv,female,0.0
Amherst College.csv,field,0.0
Amherst College.csv,fields,0.0
Amherst College.csv,filed,0.0
Amherst College.csv,financial,0.0
Amherst College.csv,firm,0.0
Amherst College.csv,firmly,0.0
Amherst College.csv,focus,0.0
Amherst College.csv,focused,0.0
Amherst College.csv,follow,0.0
Amherst College.csv,following,0.0
Amherst College.csv,forest,0.0
Amherst College.csv,forms,0.0
Amherst College.csv,forward,0.0
Amherst College.csv,foster,0.0
Amherst College.csv,fostering,0.0
Amherst College.csv,foundation,0.0
Amherst College.csv,foundational,0.0
Amherst College.csv,founded,0.0
Amherst College.csv,founding,0.0
Amherst College.csv,fourteenth,0.0
Amherst College.csv,fulfill,0.0
Amherst College.csv,fully,0.0
Amherst College.csv,fundamental,0.0
Amherst College.csv,future,0.0
Amherst College.csv,gender,0.0
Amherst College.csv,general,0.0
Amherst College.csv,generation,0.0
Amherst College.csv,generations,0.0
Amherst College.csv,geographic,0.0
Amherst College.csv,geography,0.0
Amherst College.csv,georgetown,0.0
Amherst College.csv,given,0.0
Amherst College.csv,global,0.0
Amherst College.csv,globally,0.0
Amherst College.csv,goal,0.0
Amherst College.csv,goals,0.0
Amherst College.csv,goes,0.0
Amherst College.csv,going,0.0
Amherst College.csv,good,0.0
Amherst College.csv,graduate,0.0
Amherst College.csv,graduates,0.0
Amherst College.csv,graduation,0.0
Amherst College.csv,grateful,0.1695676254594309
Amherst College.csv,great,0.0
Amherst College.csv,greater,0.0
Amherst College.csv,greatest,0.0
Amherst College.csv,greatly,0.0
Amherst College.csv,grinnell,0.0
Amherst College.csv,grounded,0.0
Amherst College.csv,group,0.0
Amherst College.csv,groups,0.0
Amherst College.csv,grow,0.0
Amherst College.csv,growing,0.0
Amherst College.csv,growth,0.0
Amherst College.csv,grutter,0.0
Amherst College.csv,guarantees,0.0
Amherst College.csv,guidance,0.0
Amherst College.csv,guide,0.0
Amherst College.csv,guided,0.0
Amherst College.csv,half,0.0
Amherst College.csv,hamilton,0.0
Amherst College.csv,handed,0.0
Amherst College.csv,harvard,0.0
Amherst College.csv,harvey,0.0
Amherst College.csv,haverford,0.0
Amherst College.csv,health,0.0
Amherst College.csv,healthy,0.0
Amherst College.csv,heard,0.0
Amherst College.csv,heart,0.0
Amherst College.csv,held,0.0
Amherst College.csv,help,0.0
Amherst College.csv,helped,0.0
Amherst College.csv,helps,0.0
Amherst College.csv,heritage,0.0
Amherst College.csv,high,0.0
Amherst College.csv,higher,0.0
Amherst College.csv,highest,0.0
Amherst College.csv,hill,0.0
Amherst College.csv,hispanic,0.0
Amherst College.csv,historic,0.0
Amherst College.csv,historically,0.0
Amherst College.csv,histories,0.0
Amherst College.csv,history,0.0
Amherst College.csv,hold,0.0
Amherst College.csv,holistic,0.0
Amherst College.csv,home,0.0
Amherst College.csv,honor,0.0
Amherst College.csv,hope,0.0
Amherst College.csv,hopkins,0.0
Amherst College.csv,host,0.0
Amherst College.csv,human,0.0
Amherst College.csv,ideals,0.0
Amherst College.csv,ideas,0.0
Amherst College.csv,identify,0.0
Amherst College.csv,identities,0.0
Amherst College.csv,identity,0.0
Amherst College.csv,impact,0.09681270341403272
Amherst College.csv,impacts,0.0
Amherst College.csv,imperfect,0.0
Amherst College.csv,implemented,0.0
Amherst College.csv,implications,0.11512679462178449
Amherst College.csv,importance,0.0
Amherst College.csv,important,0.0
Amherst College.csv,imposed,0.0
Amherst College.csv,improving,0.0
Amherst College.csv,included,0.0
Amherst College.csv,includes,0.0
Amherst College.csv,including,0.0
Amherst College.csv,inclusion,0.0
Amherst College.csv,inclusive,0.0
Amherst College.csv,inclusivity,0.0
Amherst College.csv,income,0.0
Amherst College.csv,increase,0.0
Amherst College.csv,increased,0.0
Amherst College.csv,increasing,0.0
Amherst College.csv,increasingly,0.0
Amherst College.csv,individual,0.0
Amherst College.csv,individualized,0.0
Amherst College.csv,individuals,0.0
Amherst College.csv,inform,0.0
Amherst College.csv,information,0.0
Amherst College.csv,informed,0.0
Amherst College.csv,initiative,0.0
Amherst College.csv,initiatives,0.0
Amherst College.csv,innovation,0.0
Amherst College.csv,innovative,0.0
Amherst College.csv,inspiration,0.0
Amherst College.csv,inspire,0.0
Amherst College.csv,institute,0.0
Amherst College.csv,institution,0.0
Amherst College.csv,institutional,0.0
Amherst College.csv,institutions,0.0
Amherst College.csv,instruction,0.0
Amherst College.csv,integral,0.0
Amherst College.csv,intellectual,0.1368304178686821
Amherst College.csv,interconnected,0.0
Amherst College.csv,involving,0.0
Amherst College.csv,issue,0.0
Amherst College.csv,issued,0.0
Amherst College.csv,issues,0.0
Amherst College.csv,jackson,0.0
Amherst College.csv,jcsu,0.0
Amherst College.csv,johnson,0.0
Amherst College.csv,join,0.0
Amherst College.csv,joined,0.0
Amherst College.csv,jr,0.0
Amherst College.csv,judicial,0.0
Amherst College.csv,june,0.0
Amherst College.csv,just,0.0
Amherst College.csv,justice,0.0
Amherst College.csv,justices,0.0
Amherst College.csv,keeping,0.0
Amherst College.csv,key,0.0
Amherst College.csv,kind,0.0
Amherst College.csv,know,0.0
Amherst College.csv,knowledge,0.0
Amherst College.csv,known,0.0
Amherst College.csv,landscape,0.0
Amherst College.csv,large,0.0
Amherst College.csv,later,0.0
Amherst College.csv,launched,0.0
Amherst College.csv,law,0.1599340292689493
Amherst College.csv,lawful,0.0
Amherst College.csv,lead,0.0
Amherst College.csv,leaders,0.0
Amherst College.csv,leadership,0.0
Amherst College.csv,leading,0.0
Amherst College.csv,leads,0.0
Amherst College.csv,learn,0.0
Amherst College.csv,learned,0.1695676254594309
Amherst College.csv,learning,0.08238958703103569
Amherst College.csv,leave,0.0
Amherst College.csv,lee,0.0
Amherst College.csv,legacies,0.0
Amherst College.csv,legal,0.0
Amherst College.csv,legally,0.0
Amherst College.csv,lessons,0.0
Amherst College.csv,let,0.0
Amherst College.csv,letter,0.0
Amherst College.csv,levels,0.0
Amherst College.csv,liberal,0.0
Amherst College.csv,life,0.0
Amherst College.csv,light,0.0
Amherst College.csv,like,0.0
Amherst College.csv,likely,0.0
Amherst College.csv,limited,0.0
Amherst College.csv,limits,0.0
Amherst College.csv,live,0.0
Amherst College.csv,lived,0.0
Amherst College.csv,lives,0.0
Amherst College.csv,living,0.15598045668759414
Amherst College.csv,local,0.0
Amherst College.csv,long,0.0
Amherst College.csv,longer,0.0
Amherst College.csv,longstanding,0.0
Amherst College.csv,look,0.0
Amherst College.csv,low,0.0
Amherst College.csv,maintain,0.0
Amherst College.csv,maintaining,0.0
Amherst College.csv,majority,0.0
Amherst College.csv,make,0.10610329265478839
Amherst College.csv,makes,0.0
Amherst College.csv,making,0.0
Amherst College.csv,manner,0.0
Amherst College.csv,marginalized,0.0
Amherst College.csv,matter,0.0
Amherst College.csv,matters,0.0
Amherst College.csv,meaningful,0.0
Amherst College.csv,means,0.0
Amherst College.csv,meantime,0.0
Amherst College.csv,meet,0.0
Amherst College.csv,meeting,0.0
Amherst College.csv,member,0.0
Amherst College.csv,members,0.0
Amherst College.csv,men,0.0
Amherst College.csv,merely,0.0
Amherst College.csv,message,0.0
Amherst College.csv,methods,0.0
Amherst College.csv,michael,0.0
Amherst College.csv,michigan,0.0
Amherst College.csv,minority,0.0
Amherst College.csv,mission,0.0
Amherst College.csv,missions,0.0
Amherst College.csv,mit,0.0
Amherst College.csv,mobility,0.0
Amherst College.csv,model,0.0
Amherst College.csv,moment,0.0
Amherst College.csv,month,0.0
Amherst College.csv,months,0.12324324909684534
Amherst College.csv,morning,0.0
Amherst College.csv,mudd,0.0
Amherst College.csv,multicultural,0.0
Amherst College.csv,nation,0.0
Amherst College.csv,national,0.0
Amherst College.csv,native,0.0
Amherst College.csv,navigate,0.0
Amherst College.csv,navigating,0.0
Amherst College.csv,nearly,0.0
Amherst College.csv,necessary,0.0
Amherst College.csv,need,0.0
Amherst College.csv,needed,0.0
Amherst College.csv,needs,0.0
Amherst College.csv,negative,0.0
Amherst College.csv,neutral,0.0
Amherst College.csv,new,0.0
Amherst College.csv,newly,0.0
Amherst College.csv,non,0.0
Amherst College.csv,north,0.0
Amherst College.csv,northeastern,0.0
Amherst College.csv,northwestern,0.0
Amherst College.csv,note,0.0
Amherst College.csv,number,0.0
Amherst College.csv,obligation,0.0
Amherst College.csv,offer,0.0
Amherst College.csv,office,0.0
Amherst College.csv,olin,0.0
Amherst College.csv,ongoing,0.0
Amherst College.csv,open,0.0
Amherst College.csv,opinion,0.0
Amherst College.csv,opinions,0.0
Amherst College.csv,opportunities,0.0
Amherst College.csv,opportunity,0.0
Amherst College.csv,organizations,0.0
Amherst College.csv,outcome,0.0
Amherst College.csv,outcomes,0.0
Amherst College.csv,outreach,0.0
Amherst College.csv,outstanding,0.0
Amherst College.csv,page,0.0
Amherst College.csv,painful,0.0
Amherst College.csv,participation,0.0
Amherst College.csv,particularly,0.0
Amherst College.csv,partners,0.0
Amherst College.csv,partnerships,0.0
Amherst College.csv,passed,0.0
Amherst College.csv,past,0.0
Amherst College.csv,path,0.0
Amherst College.csv,paths,0.0
Amherst College.csv,peer,0.0
Amherst College.csv,penn,0.0
Amherst College.csv,people,0.0
Amherst College.csv,permissible,0.0
Amherst College.csv,permitted,0.0
Amherst College.csv,persist,0.0
Amherst College.csv,person,0.0
Amherst College.csv,personal,0.0
Amherst College.csv,personally,0.0
Amherst College.csv,perspectives,0.09050604150609652
Amherst College.csv,pitzer,0.0
Amherst College.csv,place,0.0
Amherst College.csv,places,0.0
Amherst College.csv,plan,0.0
Amherst College.csv,plans,0.0
Amherst College.csv,pluralism,0.0
Amherst College.csv,point,0.0
Amherst College.csv,points,0.0
Amherst College.csv,policies,0.0
Amherst College.csv,pomona,0.0
Amherst College.csv,population,0.0
Amherst College.csv,position,0.0
Amherst College.csv,positive,0.17817863740672107
Amherst College.csv,possible,0.0
Amherst College.csv,potential,0.0
Amherst College.csv,powell,0.0
Amherst College.csv,power,0.0
Amherst College.csv,powerful,0.0
Amherst College.csv,practice,0.0
Amherst College.csv,practices,0.09050604150609652
Amherst College.csv,precedent,0.0
Amherst College.csv,preparation,0.0
Amherst College.csv,prepare,0.0
Amherst College.csv,prepared,0.0
Amherst College.csv,prepares,0.0
Amherst College.csv,preparing,0.13305001623000362
Amherst College.csv,present,0.0
Amherst College.csv,president,0.0
Amherst College.csv,principle,0.0
Amherst College.csv,principles,0.0
Amherst College.csv,priority,0.0
Amherst College.csv,private,0.0
Amherst College.csv,process,0.0
Amherst College.csv,processes,0.0
Amherst College.csv,professional,0.0
Amherst College.csv,profound,0.0
Amherst College.csv,program,0.0
Amherst College.csv,programs,0.0
Amherst College.csv,progress,0.0
Amherst College.csv,prohibiting,0.0
Amherst College.csv,promise,0.0
Amherst College.csv,promote,0.0
Amherst College.csv,proposal,0.0
Amherst College.csv,proposition,0.0
Amherst College.csv,prospective,0.0
Amherst College.csv,protection,0.0
Amherst College.csv,provide,0.0
Amherst College.csv,provides,0.0
Amherst College.csv,providing,0.0
Amherst College.csv,provost,0.0
Amherst College.csv,public,0.0
Amherst College.csv,purpose,0.0
Amherst College.csv,pursue,0.0
Amherst College.csv,pursuing,0.0
Amherst College.csv,qualified,0.0
Amherst College.csv,quality,0.0
Amherst College.csv,question,0.0
Amherst College.csv,questions,0.0
Amherst College.csv,race,0.05851262577620863
Amherst College.csv,racial,0.0
Amherst College.csv,racially,0.0
Amherst College.csv,racism,0.0
Amherst College.csv,range,0.0
Amherst College.csv,reach,0.0
Amherst College.csv,reaching,0.0
Amherst College.csv,reaffirm,0.0
Amherst College.csv,realize,0.0
Amherst College.csv,recent,0.0
Amherst College.csv,recently,0.0
Amherst College.csv,recognize,0.0
Amherst College.csv,recruit,0.0
Amherst College.csv,recruiting,0.16228711859553033
Amherst College.csv,recruitment,0.0
Amherst College.csv,reflect,0.0
Amherst College.csv,reflects,0.0
Amherst College.csv,regarding,0.14544142981597227
Amherst College.csv,related,0.0
Amherst College.csv,released,0.0
Amherst College.csv,religious,0.0
Amherst College.csv,remain,0.18101208301219304
Amherst College.csv,remains,0.0
Amherst College.csv,remarkable,0.0
Amherst College.csv,representation,0.0
Amherst College.csv,require,0.0
Amherst College.csv,required,0.0
Amherst College.csv,requires,0.0
Amherst College.csv,research,0.0
Amherst College.csv,resources,0.0
Amherst College.csv,respect,0.0
Amherst College.csv,respond,0.0
Amherst College.csv,responsibility,0.0
Amherst College.csv,result,0.0
Amherst College.csv,resulted,0.0
Amherst College.csv,review,0.0
Amherst College.csv,reviewing,0.0
Amherst College.csv,rice,0.0
Amherst College.csv,rich,0.0
Amherst College.csv,richly,0.0
Amherst College.csv,right,0.0
Amherst College.csv,rights,0.0
Amherst College.csv,rigorous,0.0
Amherst College.csv,roberts,0.0
Amherst College.csv,robust,0.0
Amherst College.csv,role,0.0
Amherst College.csv,rooted,0.0
Amherst College.csv,rule,0.0
Amherst College.csv,ruled,0.0
Amherst College.csv,rules,0.0
Amherst College.csv,ruling,0.0
Amherst College.csv,rulings,0.0
Amherst College.csv,said,0.0
Amherst College.csv,say,0.0
Amherst College.csv,scholars,0.0
Amherst College.csv,scholarship,0.0
Amherst College.csv,school,0.0
Amherst College.csv,schools,0.0
Amherst College.csv,science,0.0
Amherst College.csv,sciences,0.0
Amherst College.csv,scores,0.0
Amherst College.csv,sectors,0.0
Amherst College.csv,seek,0.0
Amherst College.csv,seeking,0.0
Amherst College.csv,seen,0.0
Amherst College.csv,selective,0.0
Amherst College.csv,sense,0.0
Amherst College.csv,serve,0.0
Amherst College.csv,served,0.0
Amherst College.csv,service,0.0
Amherst College.csv,services,0.0
Amherst College.csv,set,0.0
Amherst College.csv,sffa,0.0
Amherst College.csv,share,0.12954991100478153
Amherst College.csv,shared,0.0
Amherst College.csv,sharing,0.0
Amherst College.csv,signed,0.0
Amherst College.csv,significant,0.0
Amherst College.csv,significantly,0.0
Amherst College.csv,similar,0.0
Amherst College.csv,simply,0.0
Amherst College.csv,sincerely,0.0
Amherst College.csv,single,0.0
Amherst College.csv,skidmore,0.0
Amherst College.csv,smith,0.0
Amherst College.csv,social,0.0
Amherst College.csv,societal,0.0
Amherst College.csv,society,0.0
Amherst College.csv,socioeconomic,0.0
Amherst College.csv,solutions,0.0
Amherst College.csv,solving,0.0
Amherst College.csv,sonia,0.0
Amherst College.csv,soon,0.0
Amherst College.csv,sotomayor,0.0
Amherst College.csv,sought,0.0
Amherst College.csv,special,0.17817863740672107
Amherst College.csv,specific,0.0
Amherst College.csv,specifically,0.0
